2	0.707107	0.100000	0.097656	0.002344
2	0.707107	0.027063	0.033829	-0.006766
2	0.707107	-0.006250	0.011719	-0.017969
2	1.000000	0.156250	0.097656	0.058594
2	1.000000	0.032476	0.033829	-0.001353
2	1.000000	0.118750	0.011719	0.107031
2	1.224745	0.081250	0.097656	-0.016406
2	1.224745	0.037889	0.033829	0.004059
2	1.224745	0.025000	0.011719	0.013281
2	1.414214	0.081250	0.097656	-0.016406
2	1.414214	0.021651	0.033829	-0.012178
2	1.414214	-0.093750	0.011719	-0.105469
2	1.581139	0.090625	0.097656	-0.007031
2	1.581139	0.035182	0.033829	0.001353
2	1.581139	-0.025000	0.011719	-0.036719
2	1.732051	0.118750	0.097656	0.021094
2	1.732051	0.021651	0.033829	-0.012178
2	1.732051	0.018750	0.011719	0.007031
3	0.707107	0.040625	0.030518	0.010107
3	0.707107	0.008119	0.010572	-0.002453
3	0.707107	-0.012500	0.003662	-0.016162
3	0.707107	0.040595	0.001269	0.039326
3	1.000000	0.054688	0.030518	0.024170
3	1.000000	0.010825	0.010572	0.000254
3	1.000000	0.016238	0.010572	0.005666
3	1.000000	-0.007812	0.003662	-0.011475
3	1.000000	0.035938	0.003662	0.032275
3	1.000000	-0.000000	0.001269	-0.001269
3	1.224745	0.021875	0.030518	-0.008643
3	1.224745	0.009472	0.010572	-0.001099
3	1.224745	0.001563	0.003662	-0.002100
3	1.224745	0.010825	0.010572	0.000254
3	1.224745	0.010156	0.003662	0.006494
3	1.224745	-0.013532	0.001269	-0.014800
3	1.224745	0.031250	0.030518	0.000732
3	1.224745	0.013532	0.010572	0.002960
3	1.224745	0.002706	0.010572	-0.007865
3	1.224745	-0.012500	0.003662	-0.016162
3	1.224745	0.008119	0.010572	-0.002453
3	1.224745	0.012500	0.003662	0.008838
3	1.224745	0.050000	0.003662	0.046338
3	1.224745	0.013532	0.001269	0.012263
3	1.224745	0.031250	0.030518	0.000732
3	1.224745	0.009472	0.010572	-0.001099
3	1.224745	-0.000000	0.010572	-0.010572
3	1.224745	-0.000781	0.003662	-0.004443
3	1.224745	0.007812	0.003662	0.004150
3	1.224745	-0.013532	0.001269	-0.014800
