2	1.000000	0.333333	0.360000	-0.026667
2	1.000000	0.333333	0.360000	-0.026667
2	1.414217	0.400000	0.360000	0.040000
2	1.632990	1.000000	0.360000	0.640000
2	1.732054	0.366667	0.360000	0.006667
2	1.732051	0.366667	0.360000	0.006667
3	1.000000	0.200000	0.216000	-0.016000
3	1.000000	0.200000	0.216000	-0.016000
3	1.000000	0.200000	0.216000	-0.016000
3	1.414217	0.200000	0.216000	-0.016000
3	1.632990	0.600000	0.216000	0.384000
3	1.632990	0.600000	0.216000	0.384000
4	1.000000	0.200000	0.129600	0.070400
4	1.414217	0.133333	0.129600	0.003733
4	1.414217	0.066667	0.129600	-0.062933
4	1.414217	0.133333	0.129600	0.003733
4	1.632990	0.333333	0.129600	0.203733
4	1.632990	0.333333	0.129600	0.203733
Objective_function= -2.881837
