2	1.000000	0.100000	0.097656	0.002344
2	1.000000	0.021651	0.033829	-0.012178
2	1.000000	0.025000	0.011719	0.013281
2	1.000000	0.081250	0.097656	-0.016406
2	1.000000	0.010825	0.033829	-0.023004
2	1.000000	-0.006250	0.011719	-0.017969
2	1.414217	0.100000	0.097656	0.002344
2	1.414217	0.021651	0.033829	-0.012178
2	1.414217	0.025000	0.011719	0.013281
2	1.632990	0.343750	0.097656	0.246094
2	1.632990	0.054127	0.033829	0.020297
2	1.632990	0.656250	0.011719	0.644531
2	1.732054	0.100000	0.097656	0.002344
2	1.732054	0.054127	0.033829	0.020297
2	1.732054	0.012500	0.011719	0.000781
2	1.732051	0.100000	0.097656	0.002344
2	1.732051	0.021651	0.033829	-0.012178
2	1.732051	0.043301	0.033829	0.009472
2	1.732051	0.012500	0.011719	0.000781
3	1.000000	0.031250	0.030518	0.000732
3	1.000000	0.010825	0.010572	0.000254
3	1.000000	-0.010825	0.010572	-0.021397
3	1.000000	-0.006250	0.003662	-0.009912
3	1.000000	0.006250	0.003662	0.002588
3	1.000000	0.010825	0.001269	0.009557
3	1.000000	0.012500	0.030518	-0.018018
3	1.000000	-0.000000	0.010572	-0.010572
3	1.000000	-0.012500	0.003662	-0.016162
3	1.000000	0.000000	0.001269	-0.001269
3	1.000000	0.012500	0.030518	-0.018018
3	1.000000	-0.032476	0.010572	-0.043048
3	1.000000	-0.012500	0.003662	-0.016162
3	1.000000	0.032476	0.001269	0.031207
3	1.414217	0.031250	0.030518	0.000732
3	1.414217	-0.005413	0.010572	-0.015984
3	1.414217	0.005413	0.010572	-0.005159
3	1.414217	0.012500	0.003662	0.008838
3	1.414217	0.021651	0.010572	0.011079
3	1.414217	0.003125	0.003662	-0.000537
3	1.414217	0.015625	0.003662	0.011963
3	1.414217	0.021651	0.001269	0.020382
3	1.632990	0.106250	0.030518	0.075732
3	1.632990	0.010825	0.010572	0.000254
3	1.632990	0.043301	0.010572	0.032730
3	1.632990	0.012500	0.003662	0.008838
3	1.632990	0.206250	0.003662	0.202588
3	1.632990	0.064952	0.001269	0.063683
3	1.632990	0.106250	0.030518	0.075732
3	1.632990	0.010825	0.010572	0.000254
3	1.632990	0.043301	0.010572	0.032730
3	1.632990	0.012500	0.003662	0.008838
3	1.632990	0.206250	0.003662	0.202588
3	1.632990	0.064952	0.001269	0.063683
4	1.000000	0.010938	0.009537	0.001401
4	1.000000	0.013532	0.003304	0.010228
4	1.000000	-0.008119	0.003304	-0.011423
4	1.000000	0.001563	0.001144	0.000418
4	1.000000	-0.029688	0.001144	-0.030832
4	1.000000	-0.002706	0.000396	-0.003103
4	1.000000	-0.024357	0.000396	-0.024753
4	1.000000	0.042187	0.000137	0.042050
4	1.414217	0.010937	0.009537	0.001401
4	1.414217	-0.002706	0.003304	-0.006010
4	1.414217	-0.016238	0.003304	-0.019542
4	1.414217	-0.003125	0.001144	-0.004269
4	1.414217	-0.001562	0.001144	-0.002707
4	1.414217	-0.002706	0.000396	-0.003103
4	1.414217	0.008119	0.003304	0.004815
4	1.414217	-0.017187	0.001144	-0.018332
4	1.414217	0.003125	0.001144	0.001981
4	1.414217	-0.005413	0.000396	-0.005809
4	1.414217	0.008119	0.000396	0.007723
4	1.414217	0.032813	0.000137	0.032675
4	1.414217	0.015625	0.009537	0.006088
4	1.414217	0.010825	0.003304	0.007522
4	1.414217	0.003125	0.001144	0.001981
4	1.414217	0.034375	0.001144	0.033231
4	1.414217	-0.003125	0.001144	-0.004269
4	1.414217	-0.021651	0.000396	-0.022047
4	1.414217	0.028125	0.000137	0.027988
4	1.414217	0.015625	0.009537	0.006088
4	1.414217	0.002706	0.003304	-0.000597
4	1.414217	0.002706	0.003304	-0.000597
4	1.414217	0.012500	0.001144	0.011356
4	1.414217	-0.003125	0.001144	-0.004269
4	1.414217	-0.012500	0.001144	-0.013644
4	1.414217	-0.002706	0.000396	-0.003103
4	1.414217	0.025000	0.001144	0.023856
4	1.414217	0.018944	0.000396	0.018548
4	1.414217	-0.046875	0.000137	-0.047012
4	1.632990	0.025000	0.009537	0.015463
4	1.632990	0.005413	0.003304	0.002109
4	1.632990	0.010825	0.003304	0.007522
4	1.632990	-0.003125	0.001144	-0.004269
4	1.632990	-0.006250	0.001144	-0.007394
4	1.632990	0.005413	0.000396	0.005016
4	1.632990	0.056250	0.001144	0.055106
4	1.632990	-0.000000	0.000396	-0.000396
4	1.632990	-0.000000	0.000137	-0.000137
4	1.632990	0.025000	0.009537	0.015463
4	1.632990	-0.002706	0.003304	-0.006010
4	1.632990	0.002706	0.003304	-0.000597
4	1.632990	0.006250	0.001144	0.005106
4	1.632990	-0.005413	0.003304	-0.008716
4	1.632990	0.001562	0.001144	0.000418
4	1.632990	-0.010938	0.001144	-0.012082
4	1.632990	0.010825	0.000396	0.010429
4	1.632990	0.056250	0.001144	0.055106
4	1.632990	0.008119	0.000396	0.007723
4	1.632990	0.016238	0.000396	0.015842
4	1.632990	0.004687	0.000137	0.004550
Objective_function= -2.974617
